"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol","PrivateNote"
"0x4f76f1649215a8ba56da32a258c729bd70aba3a57f6beda053007f960e9f2ea0","1651601239","2022-05-03 18:07:19","0x3193a388304a590d4a60059798546ec3ea004277","0xdac17f958d2ee523a2206206994597c13d831ec7","266.798022","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xfa6d76f7af5a31ad61c62468325a8947c58ecfa39bc2a40500e93e968f233b6c","1651605516","2022-05-03 19:18:36","0x903b5289fbd6d92b4e22c2ec0ceb7bc1b23ab00a","0xdac17f958d2ee523a2206206994597c13d831ec7","223.464614","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x44d7d4f747fac68197de3ab503c8728561218033cd61615bff7f41f7deb65145","1651658180","2022-05-04 09:56:20","0x5315ad6a842332019668e062dbb37bdf58db1c1f","0xdac17f958d2ee523a2206206994597c13d831ec7","378.219382","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x5b1a405a4742491f86b7612f14d43c58701fd448d5ce8afb647f3817d1942ce5","1651669264","2022-05-04 13:01:04","0x8806abc2d064345aecc92212e54510aadec1c14a","0xdac17f958d2ee523a2206206994597c13d831ec7","963.196747","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x165281a8e515a15cece5c4b92dc3712737ecb542cb407b6c9270bd49cf634d2c","1651669574","2022-05-04 13:06:14","0xdbb27c626fef770b35f8b3bd65045cc08fb549a9","0xdac17f958d2ee523a2206206994597c13d831ec7","100","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xd1e8e777013fbbc0f0c73347d8ae3747a650239363aaab67c8d706713e18d93f","1651743080","2022-05-05 09:31:20","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdac17f958d2ee523a2206206994597c13d831ec7","1,497.5","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x640109e1896f67d374164343c32285fb7f6e729ca3730e0a4e41163c0670fc55","1651761492","2022-05-05 14:38:12","0x9af2023526a20b0eb004bd4dd16a9dc12983f12d","0xdac17f958d2ee523a2206206994597c13d831ec7","10","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xcbe7265df9c4109b90b770e6856ba527c51a0ba8f6c1a94aeaeb10b953c3f6d8","1651772387","2022-05-05 17:39:47","0xc407bce72b5b0f5328af4fa82785296e461997cb","0xdac17f958d2ee523a2206206994597c13d831ec7","3,722","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xe86ad26dc210f5c5437d8a1325e8568cb2647b9435b04be3392bc52e1cca86b7","1651788125","2022-05-05 22:02:05","0xf91f92efdbb74105d1e7248be784c4847b19a020","0xdac17f958d2ee523a2206206994597c13d831ec7","1,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x067cb4bf80dd6ccc5a6f5af687cce71b444fc404e1b7cad151b5c10815a3441b","1651789855","2022-05-05 22:30:55","0x2f02887d73208e5c7a89412fe95f1eddb9b4dd30","0xdac17f958d2ee523a2206206994597c13d831ec7","100.050025","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x0e9b5334761e4aaf4df289e1e0b211a6e7c77600b05979e4f05f16d7ed6054fb","1651821159","2022-05-06 07:12:39","0xedac3362305ca4b22eb92d936823e0cc2bd16926","0xdac17f958d2ee523a2206206994597c13d831ec7","2,171.576833","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x770284c5f633596ad126a0cab6068e46cf92b1a40c3386f67a2e504c7aee26c9","1651823302","2022-05-06 07:48:22","0x5041ed759dd4afc3a72b8192c143f72f4724081a","0xdac17f958d2ee523a2206206994597c13d831ec7","5","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xfeed5ed99e7c61453616192512c20f31e3a1e45526208911e996e7042d7f8bdf","1651844012","2022-05-06 13:33:32","0x800488ad041e0ee093395f213ea75f8ddfaa10c6","0xdac17f958d2ee523a2206206994597c13d831ec7","5,800","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xb1dd3aecb2f7353c7262134fb666b222d76ddfe1bd230c4950f9eb7335fb10b1","1651849796","2022-05-06 15:09:56","0xffec0067f5a79cff07527f63d83dd5462ccf8ba4","0xdac17f958d2ee523a2206206994597c13d831ec7","733.975193","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x23babc39e48d241d110a124d86a9fef0c3f5d9a7661b75e5e3dad077da891a20","1651909527","2022-05-07 07:45:27","0x8c8d7c46219d9205f056f28fee5950ad564d7465","0xdac17f958d2ee523a2206206994597c13d831ec7","1","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x8048e25d62e93624e23506a2742c9b38758b93de5b0d9c96266941bc3c68e76b","1651909789","2022-05-07 07:49:49","0x018823d8421bc5469561c59779aa11579c6fa6fe","0xdac17f958d2ee523a2206206994597c13d831ec7","1,700","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xc171307b16dd04029e33346e20226ca8bc275723e586ac4abb8edaebc8cae034","1651912602","2022-05-07 08:36:42","0x95b564f3b3bae3f206aa418667ba000afafacc8a","0xdac17f958d2ee523a2206206994597c13d831ec7","9.5","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x5eea8310e702a91e9a36e40c9af5d1fc50bffaecc90be175ffed0889835899cc","1651927939","2022-05-07 12:52:19","0x2fc0766c27490e8fea671f1a5676d1247f77510e","0xdac17f958d2ee523a2206206994597c13d831ec7","16.99","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x1ddee11506e2d5239b968db2ead84da72724f261d22e5129834227ccc355714d","1651936152","2022-05-07 15:09:12","0x5041ed759dd4afc3a72b8192c143f72f4724081a","0xdac17f958d2ee523a2206206994597c13d831ec7","1,514.534","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x1c3fc9347fafa17b288e8c56b848d3c83e634328cd6c7fca0136b51062319bb3","1651961623","2022-05-07 22:13:43","0x71ed9f45553c1b66ddf183af00c7ee3ead519009","0xdac17f958d2ee523a2206206994597c13d831ec7","42.1495","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x34dbaf352ebb9a4fa3ba87ae279a971db689f021aeb868fbd5eec9a2db1245a3","1651969660","2022-05-08 00:27:40","0x19d5995eb48bb921a2c2fa535b1864c86c5af9bd","0xdac17f958d2ee523a2206206994597c13d831ec7","1,118.651509","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xb4bf6cf48d68e93ce374a90242cefaafaf6e2c20d5e65a5fe32839c53aa78397","1651975202","2022-05-08 02:00:02","0x8d9aed9b9a4d512ae445db463700f210fd339070","0xdac17f958d2ee523a2206206994597c13d831ec7","65","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xe01a2c0e9a97b4e056ab3c05271dd15ee3fb3964154768f7d040339cf640efcf","1652007294","2022-05-08 10:54:54","0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","0xdac17f958d2ee523a2206206994597c13d831ec7","66.162784","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xe42cbcf992cfe08761e041bff6e9a0c5c37fba6f22f824b56762e5daffc521b9","1652010893","2022-05-08 11:54:53","0x17f3107e0040774feac4fc3d963c98521bca2ffa","0xdac17f958d2ee523a2206206994597c13d831ec7","38.570188","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x4436ea638ceb18291895808cc3885f8a09080332b5cb48a39cf709bf7130e57e","1652017089","2022-05-08 13:38:09","0xd6aa9676b604642cc5729762f2be39e035436f90","0xdac17f958d2ee523a2206206994597c13d831ec7","289.047513","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xe56b708a394cb6fccc25fe66437c1b6b7647485648702f3aaf5a94fa1c910a26","1652020575","2022-05-08 14:36:15","0x8c822fd5494855831bdc4befb249b06eed1cb0c6","0xdac17f958d2ee523a2206206994597c13d831ec7","113.202658","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xbab7fb7f7c74a545000f479727f7e86a5b557ddf5fb5a2a0f32f0016cfa7eef2","1652047182","2022-05-08 21:59:42","0x0651a348cc6e7d9cc5faf86e7924fd45ee4fb01b","0xdac17f958d2ee523a2206206994597c13d831ec7","89.91009","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xc9448e12014e1367917d3a9f0e1f74eceba72bbeaea921234b4a4bd6089a3ea0","1652077924","2022-05-09 06:32:04","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdac17f958d2ee523a2206206994597c13d831ec7","506","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xdcf826285c4ee3a59bd05298e4f001dcde100f831edb096387d6e624399feed6","1652080052","2022-05-09 07:07:32","0x23d483826533ee4bde937666e719094abc2f29cf","0xdac17f958d2ee523a2206206994597c13d831ec7","87.946894","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xb605e23e483bdd06747d8c94c0ca1b82a2bdbb90a6791959757f2c93d7e66994","1652097490","2022-05-09 11:58:10","0xe3bcff5f3cb8d050877ec5166e51a9eeb8cf801d","0xdac17f958d2ee523a2206206994597c13d831ec7","149.793808","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x82998b8b2bff37d00126e2ef6044f1edadad63b7eef367afcf3f68ff95bde553","1652102854","2022-05-09 13:27:34","0x1e64583ec115771325fdb3353e9a8027a90f2dbb","0xdac17f958d2ee523a2206206994597c13d831ec7","1","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xb1d02b88b56345a2319a11dab11c9f1f63babfca5a46da92fc304e6526f5eaff","1652109838","2022-05-09 15:23:58","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdac17f958d2ee523a2206206994597c13d831ec7","15","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x8ebdb330aa550d39917a42bf57b7b576f227e79da1321e2a48a7afa0de26d686","1652129397","2022-05-09 20:49:57","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdac17f958d2ee523a2206206994597c13d831ec7","106.598233","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x3b6a39a9f2762ec0e3b420faceb14ce3cc45eb4dbed4cf36fb2272839b715e5c","1652156991","2022-05-10 04:29:51","0x5041ed759dd4afc3a72b8192c143f72f4724081a","0xdac17f958d2ee523a2206206994597c13d831ec7","2,413.582","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x13a4ce2e38434ad8b3558b795e7592040b6877fd001f8a6b0aae8a44d5c2c34d","1652159266","2022-05-10 05:07:46","0x3f954f0a7799cfc5f2dff17fb90d83a42419546f","0xdac17f958d2ee523a2206206994597c13d831ec7","985","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x9c900c265b56c8a8ccac391e605cba9ce61bee660aaa1acbc969c1b6e530afb4","1652206368","2022-05-10 18:12:48","0xa45aae62c8c7f180bfe49123b0d27721d4e0b278","0xdac17f958d2ee523a2206206994597c13d831ec7","88","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
